gujarati_date,gregorian_date
18 Shravana 2059,"Aug 16, 2003"
19 Shravana 2059,"Aug 17, 2003"
20 Shravana 2059,"Aug 18, 2003"
21 Shravana 2059,"Aug 19, 2003"
22 Shravana 2059,"Aug 20, 2003"
23 Shravana 2059,"Aug 21, 2003"
24 Shravana 2059,"Aug 22, 2003"
25 Shravana 2059,"Aug 23, 2003"
26 Shravana 2059,"Aug 24, 2003"
27 Shravana 2059,"Aug 25, 2003"
28 Shravana 2059,"Aug 26, 2003"
29 Shravana 2059,"Aug 27, 2003"
1 Bhadarvo 2059,"Aug 28, 2003"
2 Bhadarvo 2059,"Aug 29, 2003"
3 Bhadarvo 2059,"Aug 30, 2003"
4 Bhadarvo 2059,"Aug 31, 2003"
5 Bhadarvo 2059,"Sep 01, 2003"
6 Bhadarvo 2059,"Sep 02, 2003"
7 Bhadarvo 2059,"Sep 03, 2003"
8 Bhadarvo 2059,"Sep 04, 2003"
9 Bhadarvo 2059,"Sep 05, 2003"
10 Bhadarvo 2059,"Sep 06, 2003"
11 Bhadarvo 2059,"Sep 07, 2003"
12 Bhadarvo 2059,"Sep 08, 2003"
13 Bhadarvo 2059,"Sep 09, 2003"
14 Bhadarvo 2059,"Sep 10, 2003"
15 Bhadarvo 2059,"Sep 11, 2003"
16 Bhadarvo 2059,"Sep 12, 2003"
17 Bhadarvo 2059,"Sep 13, 2003"
18 Bhadarvo 2059,"Sep 14, 2003"
19 Bhadarvo 2059,"Sep 15, 2003"
20 Bhadarvo 2059,"Sep 16, 2003"
21 Bhadarvo 2059,"Sep 17, 2003"
22 Bhadarvo 2059,"Sep 18, 2003"
23 Bhadarvo 2059,"Sep 19, 2003"
24 Bhadarvo 2059,"Sep 20, 2003"
25 Bhadarvo 2059,"Sep 21, 2003"
26 Bhadarvo 2059,"Sep 22, 2003"
27 Bhadarvo 2059,"Sep 23, 2003"
28 Bhadarvo 2059,"Sep 24, 2003"
29 Bhadarvo 2059,"Sep 25, 2003"
30 Bhadarvo 2059,"Sep 26, 2003"
1 Aso 2059,"Sep 27, 2003"
2 Aso 2059,"Sep 28, 2003"
3 Aso 2059,"Sep 29, 2003"
4 Aso 2059,"Sep 30, 2003"
5 Aso 2059,"Oct 01, 2003"
6 Aso 2059,"Oct 02, 2003"
7 Aso 2059,"Oct 03, 2003"
8 Aso 2059,"Oct 04, 2003"
9 Aso 2059,"Oct 05, 2003"
10 Aso 2059,"Oct 06, 2003"
11 Aso 2059,"Oct 07, 2003"
12 Aso 2059,"Oct 08, 2003"
13 Aso 2059,"Oct 09, 2003"
14 Aso 2059,"Oct 10, 2003"
15 Aso 2059,"Oct 11, 2003"
16 Aso 2059,"Oct 12, 2003"
17 Aso 2059,"Oct 13, 2003"
18 Aso 2059,"Oct 14, 2003"
19 Aso 2059,"Oct 15, 2003"
20 Aso 2059,"Oct 16, 2003"
21 Aso 2059,"Oct 17, 2003"
22 Aso 2059,"Oct 18, 2003"
23 Aso 2059,"Oct 19, 2003"
24 Aso 2059,"Oct 20, 2003"
25 Aso 2059,"Oct 21, 2003"
26 Aso 2059,"Oct 22, 2003"
27 Aso 2059,"Oct 23, 2003"
28 Aso 2059,"Oct 24, 2003"
29 Aso 2059,"Oct 25, 2003"
1 Kartak 2059,"Oct 26, 2003"
2 Kartak 2059,"Oct 27, 2003"
3 Kartak 2059,"Oct 28, 2003"
4 Kartak 2059,"Oct 29, 2003"
5 Kartak 2059,"Oct 30, 2003"
6 Kartak 2059,"Oct 31, 2003"
7 Kartak 2059,"Nov 01, 2003"
8 Kartak 2059,"Nov 02, 2003"
9 Kartak 2059,"Nov 03, 2003"
10 Kartak 2059,"Nov 04, 2003"
11 Kartak 2059,"Nov 05, 2003"
12 Kartak 2059,"Nov 06, 2003"
13 Kartak 2059,"Nov 07, 2003"
14 Kartak 2059,"Nov 08, 2003"
15 Kartak 2059,"Nov 09, 2003"
16 Kartak 2059,"Nov 10, 2003"
17 Kartak 2059,"Nov 11, 2003"
18 Kartak 2059,"Nov 12, 2003"
19 Kartak 2059,"Nov 13, 2003"
20 Kartak 2059,"Nov 14, 2003"
21 Kartak 2059,"Nov 15, 2003"
22 Kartak 2059,"Nov 16, 2003"
23 Kartak 2059,"Nov 17, 2003"
24 Kartak 2059,"Nov 18, 2003"
25 Kartak 2059,"Nov 19, 2003"
26 Kartak 2059,"Nov 20, 2003"
27 Kartak 2059,"Nov 21, 2003"
28 Kartak 2059,"Nov 22, 2003"
29 Kartak 2059,"Nov 23, 2003"
1 Magshar 2059,"Nov 24, 2003"
2 Magshar 2059,"Nov 25, 2003"
3 Magshar 2059,"Nov 26, 2003"
4 Magshar 2059,"Nov 27, 2003"
5 Magshar 2059,"Nov 28, 2003"
6 Magshar 2059,"Nov 29, 2003"
7 Magshar 2059,"Nov 30, 2003"
8 Magshar 2059,"Dec 01, 2003"
9 Magshar 2059,"Dec 02, 2003"
10 Magshar 2059,"Dec 03, 2003"
11 Magshar 2059,"Dec 04, 2003"
12 Magshar 2059,"Dec 05, 2003"
13 Magshar 2059,"Dec 06, 2003"
14 Magshar 2059,"Dec 07, 2003"
15 Magshar 2059,"Dec 08, 2003"
16 Magshar 2059,"Dec 09, 2003"
17 Magshar 2059,"Dec 10, 2003"
18 Magshar 2059,"Dec 11, 2003"
19 Magshar 2059,"Dec 12, 2003"
20 Magshar 2059,"Dec 13, 2003"
21 Magshar 2059,"Dec 14, 2003"
22 Magshar 2059,"Dec 15, 2003"
23 Magshar 2059,"Dec 16, 2003"
24 Magshar 2059,"Dec 17, 2003"
25 Magshar 2059,"Dec 18, 2003"
26 Magshar 2059,"Dec 19, 2003"
27 Magshar 2059,"Dec 20, 2003"
28 Magshar 2059,"Dec 21, 2003"
29 Magshar 2059,"Dec 22, 2003"
30 Magshar 2059,"Dec 23, 2003"
1 Posh 2059,"Dec 24, 2003"
2 Posh 2059,"Dec 25, 2003"
3 Posh 2059,"Dec 26, 2003"
4 Posh 2059,"Dec 27, 2003"
5 Posh 2059,"Dec 28, 2003"
6 Posh 2059,"Dec 29, 2003"
7 Posh 2059,"Dec 30, 2003"
8 Posh 2059,"Dec 31, 2003"
9 Posh 2059,"Jan 01, 2004"
10 Posh 2059,"Jan 02, 2004"
11 Posh 2059,"Jan 03, 2004"
12 Posh 2059,"Jan 04, 2004"
13 Posh 2059,"Jan 05, 2004"
14 Posh 2059,"Jan 06, 2004"
15 Posh 2059,"Jan 07, 2004"
16 Posh 2059,"Jan 08, 2004"
17 Posh 2059,"Jan 09, 2004"
18 Posh 2059,"Jan 10, 2004"
19 Posh 2059,"Jan 11, 2004"
20 Posh 2059,"Jan 12, 2004"
21 Posh 2059,"Jan 13, 2004"
22 Posh 2059,"Jan 14, 2004"
23 Posh 2059,"Jan 15, 2004"
24 Posh 2059,"Jan 16, 2004"
25 Posh 2059,"Jan 17, 2004"
26 Posh 2059,"Jan 18, 2004"
27 Posh 2059,"Jan 19, 2004"
28 Posh 2059,"Jan 20, 2004"
29 Posh 2059,"Jan 21, 2004"
1 Maha 2060,"Jan 22, 2004"
2 Maha 2060,"Jan 23, 2004"
3 Maha 2060,"Jan 24, 2004"
4 Maha 2060,"Jan 25, 2004"
5 Maha 2060,"Jan 26, 2004"
6 Maha 2060,"Jan 27, 2004"
7 Maha 2060,"Jan 28, 2004"
8 Maha 2060,"Jan 29, 2004"
9 Maha 2060,"Jan 30, 2004"
10 Maha 2060,"Jan 31, 2004"
11 Maha 2060,"Feb 01, 2004"
12 Maha 2060,"Feb 02, 2004"
13 Maha 2060,"Feb 03, 2004"
14 Maha 2060,"Feb 04, 2004"
15 Maha 2060,"Feb 05, 2004"
16 Maha 2060,"Feb 06, 2004"
17 Maha 2060,"Feb 07, 2004"
18 Maha 2060,"Feb 08, 2004"
19 Maha 2060,"Feb 09, 2004"
20 Maha 2060,"Feb 10, 2004"
21 Maha 2060,"Feb 11, 2004"
22 Maha 2060,"Feb 12, 2004"
23 Maha 2060,"Feb 13, 2004"
24 Maha 2060,"Feb 14, 2004"
25 Maha 2060,"Feb 15, 2004"
26 Maha 2060,"Feb 16, 2004"
27 Maha 2060,"Feb 17, 2004"
28 Maha 2060,"Feb 18, 2004"
29 Maha 2060,"Feb 19, 2004"
30 Maha 2060,"Feb 20, 2004"
1 Faguna 2060,"Feb 21, 2004"
2 Faguna 2060,"Feb 22, 2004"
3 Faguna 2060,"Feb 23, 2004"
4 Faguna 2060,"Feb 24, 2004"
5 Faguna 2060,"Feb 25, 2004"
6 Faguna 2060,"Feb 26, 2004"
7 Faguna 2060,"Feb 27, 2004"
8 Faguna 2060,"Feb 28, 2004"
9 Faguna 2060,"Feb 29, 2004"
10 Faguna 2060,"Mar 01, 2004"
11 Faguna 2060,"Mar 02, 2004"
12 Faguna 2060,"Mar 03, 2004"
13 Faguna 2060,"Mar 04, 2004"
14 Faguna 2060,"Mar 05, 2004"
15 Faguna 2060,"Mar 06, 2004"
16 Faguna 2060,"Mar 07, 2004"
17 Faguna 2060,"Mar 08, 2004"
18 Faguna 2060,"Mar 09, 2004"
19 Faguna 2060,"Mar 10, 2004"
20 Faguna 2060,"Mar 11, 2004"
21 Faguna 2060,"Mar 12, 2004"
22 Faguna 2060,"Mar 13, 2004"
23 Faguna 2060,"Mar 14, 2004"
24 Faguna 2060,"Mar 15, 2004"
25 Faguna 2060,"Mar 16, 2004"
26 Faguna 2060,"Mar 17, 2004"
27 Faguna 2060,"Mar 18, 2004"
28 Faguna 2060,"Mar 19, 2004"
29 Faguna 2060,"Mar 20, 2004"
1 Chaitra 2060,"Mar 21, 2004"
2 Chaitra 2060,"Mar 22, 2004"
3 Chaitra 2060,"Mar 23, 2004"
4 Chaitra 2060,"Mar 24, 2004"
5 Chaitra 2060,"Mar 25, 2004"
6 Chaitra 2060,"Mar 26, 2004"
7 Chaitra 2060,"Mar 27, 2004"
8 Chaitra 2060,"Mar 28, 2004"
9 Chaitra 2060,"Mar 29, 2004"
10 Chaitra 2060,"Mar 30, 2004"
11 Chaitra 2060,"Mar 31, 2004"
12 Chaitra 2060,"Apr 01, 2004"
13 Chaitra 2060,"Apr 02, 2004"
14 Chaitra 2060,"Apr 03, 2004"
15 Chaitra 2060,"Apr 04, 2004"
16 Chaitra 2060,"Apr 05, 2004"
17 Chaitra 2060,"Apr 06, 2004"
18 Chaitra 2060,"Apr 07, 2004"
19 Chaitra 2060,"Apr 08, 2004"
20 Chaitra 2060,"Apr 09, 2004"
21 Chaitra 2060,"Apr 10, 2004"
22 Chaitra 2060,"Apr 11, 2004"
23 Chaitra 2060,"Apr 12, 2004"
24 Chaitra 2060,"Apr 13, 2004"
25 Chaitra 2060,"Apr 14, 2004"
26 Chaitra 2060,"Apr 15, 2004"
27 Chaitra 2060,"Apr 16, 2004"
28 Chaitra 2060,"Apr 17, 2004"
29 Chaitra 2060,"Apr 18, 2004"
30 Chaitra 2060,"Apr 19, 2004"
1 Vaishakha 2060,"Apr 20, 2004"
2 Vaishakha 2060,"Apr 21, 2004"
3 Vaishakha 2060,"Apr 22, 2004"
4 Vaishakha 2060,"Apr 23, 2004"
5 Vaishakha 2060,"Apr 24, 2004"
6 Vaishakha 2060,"Apr 25, 2004"
7 Vaishakha 2060,"Apr 26, 2004"
8 Vaishakha 2060,"Apr 27, 2004"
9 Vaishakha 2060,"Apr 28, 2004"
10 Vaishakha 2060,"Apr 29, 2004"
11 Vaishakha 2060,"Apr 30, 2004"
12 Vaishakha 2060,"May 01, 2004"
13 Vaishakha 2060,"May 02, 2004"
14 Vaishakha 2060,"May 03, 2004"
15 Vaishakha 2060,"May 04, 2004"
16 Vaishakha 2060,"May 05, 2004"
17 Vaishakha 2060,"May 06, 2004"
18 Vaishakha 2060,"May 07, 2004"
19 Vaishakha 2060,"May 08, 2004"
20 Vaishakha 2060,"May 09, 2004"
21 Vaishakha 2060,"May 10, 2004"
22 Vaishakha 2060,"May 11, 2004"
23 Vaishakha 2060,"May 12, 2004"
24 Vaishakha 2060,"May 13, 2004"
25 Vaishakha 2060,"May 14, 2004"
26 Vaishakha 2060,"May 15, 2004"
27 Vaishakha 2060,"May 16, 2004"
28 Vaishakha 2060,"May 17, 2004"
29 Vaishakha 2060,"May 18, 2004"
30 Vaishakha 2060,"May 19, 2004"
1 Jyestha 2060,"May 20, 2004"
2 Jyestha 2060,"May 21, 2004"
3 Jyestha 2060,"May 22, 2004"
4 Jyestha 2060,"May 23, 2004"
5 Jyestha 2060,"May 24, 2004"
6 Jyestha 2060,"May 25, 2004"
7 Jyestha 2060,"May 26, 2004"
8 Jyestha 2060,"May 27, 2004"
9 Jyestha 2060,"May 28, 2004"
10 Jyestha 2060,"May 29, 2004"
11 Jyestha 2060,"May 30, 2004"
12 Jyestha 2060,"May 31, 2004"
13 Jyestha 2060,"Jun 01, 2004"
14 Jyestha 2060,"Jun 02, 2004"
15 Jyestha 2060,"Jun 03, 2004"
16 Jyestha 2060,"Jun 04, 2004"
17 Jyestha 2060,"Jun 05, 2004"
18 Jyestha 2060,"Jun 06, 2004"
19 Jyestha 2060,"Jun 07, 2004"
20 Jyestha 2060,"Jun 08, 2004"
21 Jyestha 2060,"Jun 09, 2004"
22 Jyestha 2060,"Jun 10, 2004"
23 Jyestha 2060,"Jun 11, 2004"
24 Jyestha 2060,"Jun 12, 2004"
25 Jyestha 2060,"Jun 13, 2004"
26 Jyestha 2060,"Jun 14, 2004"
27 Jyestha 2060,"Jun 15, 2004"
28 Jyestha 2060,"Jun 16, 2004"
29 Jyestha 2060,"Jun 17, 2004"
1 Ashadha 2060,"Jun 18, 2004"
2 Ashadha 2060,"Jun 19, 2004"
3 Ashadha 2060,"Jun 20, 2004"
4 Ashadha 2060,"Jun 21, 2004"
5 Ashadha 2060,"Jun 22, 2004"
6 Ashadha 2060,"Jun 23, 2004"
7 Ashadha 2060,"Jun 24, 2004"
8 Ashadha 2060,"Jun 25, 2004"
9 Ashadha 2060,"Jun 26, 2004"
10 Ashadha 2060,"Jun 27, 2004"
11 Ashadha 2060,"Jun 28, 2004"
12 Ashadha 2060,"Jun 29, 2004"
13 Ashadha 2060,"Jun 30, 2004"
14 Ashadha 2060,"Jul 01, 2004"
15 Ashadha 2060,"Jul 02, 2004"
16 Ashadha 2060,"Jul 03, 2004"
17 Ashadha 2060,"Jul 04, 2004"
18 Ashadha 2060,"Jul 05, 2004"
19 Ashadha 2060,"Jul 06, 2004"
20 Ashadha 2060,"Jul 07, 2004"
21 Ashadha 2060,"Jul 08, 2004"
22 Ashadha 2060,"Jul 09, 2004"
23 Ashadha 2060,"Jul 10, 2004"
24 Ashadha 2060,"Jul 11, 2004"
25 Ashadha 2060,"Jul 12, 2004"
26 Ashadha 2060,"Jul 13, 2004"
27 Ashadha 2060,"Jul 14, 2004"
28 Ashadha 2060,"Jul 15, 2004"
29 Ashadha 2060,"Jul 16, 2004"
30 Ashadha 2060,"Jul 17, 2004"
1 Shravana_Adhik 2060,"Jul 18, 2004"
2 Shravana_Adhik 2060,"Jul 19, 2004"
3 Shravana_Adhik 2060,"Jul 20, 2004"
4 Shravana_Adhik 2060,"Jul 21, 2004"
5 Shravana_Adhik 2060,"Jul 22, 2004"
6 Shravana_Adhik 2060,"Jul 23, 2004"
7 Shravana_Adhik 2060,"Jul 24, 2004"
8 Shravana_Adhik 2060,"Jul 25, 2004"
9 Shravana_Adhik 2060,"Jul 26, 2004"
10 Shravana_Adhik 2060,"Jul 27, 2004"
11 Shravana_Adhik 2060,"Jul 28, 2004"
12 Shravana_Adhik 2060,"Jul 29, 2004"
13 Shravana_Adhik 2060,"Jul 30, 2004"
14 Shravana_Adhik 2060,"Jul 31, 2004"
15 Shravana_Adhik 2060,"Aug 01, 2004"
16 Shravana_Adhik 2060,"Aug 02, 2004"
17 Shravana_Adhik 2060,"Aug 03, 2004"
18 Shravana_Adhik 2060,"Aug 04, 2004"
19 Shravana_Adhik 2060,"Aug 05, 2004"
20 Shravana_Adhik 2060,"Aug 06, 2004"
21 Shravana_Adhik 2060,"Aug 07, 2004"
22 Shravana_Adhik 2060,"Aug 08, 2004"
23 Shravana_Adhik 2060,"Aug 09, 2004"
24 Shravana_Adhik 2060,"Aug 10, 2004"
25 Shravana_Adhik 2060,"Aug 11, 2004"
26 Shravana_Adhik 2060,"Aug 12, 2004"
27 Shravana_Adhik 2060,"Aug 13, 2004"
28 Shravana_Adhik 2060,"Aug 14, 2004"
29 Shravana_Adhik 2060,"Aug 15, 2004"
30 Shravana_Adhik 2060,"Aug 16, 2004"
1 Shravana 2060,"Aug 17, 2004"
2 Shravana 2060,"Aug 18, 2004"
3 Shravana 2060,"Aug 19, 2004"
4 Shravana 2060,"Aug 20, 2004"
5 Shravana 2060,"Aug 21, 2004"
6 Shravana 2060,"Aug 22, 2004"
7 Shravana 2060,"Aug 23, 2004"
8 Shravana 2060,"Aug 24, 2004"
9 Shravana 2060,"Aug 25, 2004"
10 Shravana 2060,"Aug 26, 2004"
11 Shravana 2060,"Aug 27, 2004"
12 Shravana 2060,"Aug 28, 2004"
13 Shravana 2060,"Aug 29, 2004"
14 Shravana 2060,"Aug 30, 2004"
15 Shravana 2060,"Aug 31, 2004"
16 Shravana 2060,"Sep 01, 2004"
17 Shravana 2060,"Sep 02, 2004"
18 Shravana 2060,"Sep 03, 2004"
19 Shravana 2060,"Sep 04, 2004"
20 Shravana 2060,"Sep 05, 2004"
21 Shravana 2060,"Sep 06, 2004"
22 Shravana 2060,"Sep 07, 2004"
23 Shravana 2060,"Sep 08, 2004"
24 Shravana 2060,"Sep 09, 2004"
25 Shravana 2060,"Sep 10, 2004"
26 Shravana 2060,"Sep 11, 2004"
27 Shravana 2060,"Sep 12, 2004"
28 Shravana 2060,"Sep 13, 2004"
29 Shravana 2060,"Sep 14, 2004"
1 Bhadarvo 2060,"Sep 15, 2004"
2 Bhadarvo 2060,"Sep 16, 2004"
3 Bhadarvo 2060,"Sep 17, 2004"
4 Bhadarvo 2060,"Sep 18, 2004"
5 Bhadarvo 2060,"Sep 19, 2004"
6 Bhadarvo 2060,"Sep 20, 2004"
7 Bhadarvo 2060,"Sep 21, 2004"
8 Bhadarvo 2060,"Sep 22, 2004"
9 Bhadarvo 2060,"Sep 23, 2004"
10 Bhadarvo 2060,"Sep 24, 2004"
11 Bhadarvo 2060,"Sep 25, 2004"
12 Bhadarvo 2060,"Sep 26, 2004"
13 Bhadarvo 2060,"Sep 27, 2004"
14 Bhadarvo 2060,"Sep 28, 2004"
15 Bhadarvo 2060,"Sep 29, 2004"
16 Bhadarvo 2060,"Sep 30, 2004"
17 Bhadarvo 2060,"Oct 01, 2004"
18 Bhadarvo 2060,"Oct 02, 2004"
19 Bhadarvo 2060,"Oct 03, 2004"
20 Bhadarvo 2060,"Oct 04, 2004"
21 Bhadarvo 2060,"Oct 05, 2004"
22 Bhadarvo 2060,"Oct 06, 2004"
23 Bhadarvo 2060,"Oct 07, 2004"
24 Bhadarvo 2060,"Oct 08, 2004"
25 Bhadarvo 2060,"Oct 09, 2004"
26 Bhadarvo 2060,"Oct 10, 2004"
27 Bhadarvo 2060,"Oct 11, 2004"
28 Bhadarvo 2060,"Oct 12, 2004"
29 Bhadarvo 2060,"Oct 13, 2004"
30 Bhadarvo 2060,"Oct 14, 2004"
1 Aso 2060,"Oct 15, 2004"
2 Aso 2060,"Oct 16, 2004"
3 Aso 2060,"Oct 17, 2004"
4 Aso 2060,"Oct 18, 2004"
5 Aso 2060,"Oct 19, 2004"
6 Aso 2060,"Oct 20, 2004"
7 Aso 2060,"Oct 21, 2004"
8 Aso 2060,"Oct 22, 2004"
9 Aso 2060,"Oct 23, 2004"
10 Aso 2060,"Oct 24, 2004"
11 Aso 2060,"Oct 25, 2004"
12 Aso 2060,"Oct 26, 2004"
13 Aso 2060,"Oct 27, 2004"
14 Aso 2060,"Oct 28, 2004"
15 Aso 2060,"Oct 29, 2004"
16 Aso 2060,"Oct 30, 2004"
17 Aso 2060,"Oct 31, 2004"
18 Aso 2060,"Nov 01, 2004"
19 Aso 2060,"Nov 02, 2004"
20 Aso 2060,"Nov 03, 2004"
21 Aso 2060,"Nov 04, 2004"
22 Aso 2060,"Nov 05, 2004"
23 Aso 2060,"Nov 06, 2004"
24 Aso 2060,"Nov 07, 2004"
25 Aso 2060,"Nov 08, 2004"
26 Aso 2060,"Nov 09, 2004"
27 Aso 2060,"Nov 10, 2004"
28 Aso 2060,"Nov 11, 2004"
29 Aso 2060,"Nov 12, 2004"
1 Kartak 2060,"Nov 13, 2004"
2 Kartak 2060,"Nov 14, 2004"
3 Kartak 2060,"Nov 15, 2004"
4 Kartak 2060,"Nov 16, 2004"
5 Kartak 2060,"Nov 17, 2004"
6 Kartak 2060,"Nov 18, 2004"
7 Kartak 2060,"Nov 19, 2004"
8 Kartak 2060,"Nov 20, 2004"
9 Kartak 2060,"Nov 21, 2004"
10 Kartak 2060,"Nov 22, 2004"
11 Kartak 2060,"Nov 23, 2004"
12 Kartak 2060,"Nov 24, 2004"
13 Kartak 2060,"Nov 25, 2004"
14 Kartak 2060,"Nov 26, 2004"
15 Kartak 2060,"Nov 27, 2004"
16 Kartak 2060,"Nov 28, 2004"
17 Kartak 2060,"Nov 29, 2004"
18 Kartak 2060,"Nov 30, 2004"
19 Kartak 2060,"Dec 01, 2004"
20 Kartak 2060,"Dec 02, 2004"
21 Kartak 2060,"Dec 03, 2004"
22 Kartak 2060,"Dec 04, 2004"
23 Kartak 2060,"Dec 05, 2004"
24 Kartak 2060,"Dec 06, 2004"
25 Kartak 2060,"Dec 07, 2004"
26 Kartak 2060,"Dec 08, 2004"
27 Kartak 2060,"Dec 09, 2004"
28 Kartak 2060,"Dec 10, 2004"
29 Kartak 2060,"Dec 11, 2004"
1 Magshar 2060,"Dec 12, 2004"
2 Magshar 2060,"Dec 13, 2004"
3 Magshar 2060,"Dec 14, 2004"
4 Magshar 2060,"Dec 15, 2004"
5 Magshar 2060,"Dec 16, 2004"
6 Magshar 2060,"Dec 17, 2004"
7 Magshar 2060,"Dec 18, 2004"
8 Magshar 2060,"Dec 19, 2004"
9 Magshar 2060,"Dec 20, 2004"
10 Magshar 2060,"Dec 21, 2004"
11 Magshar 2060,"Dec 22, 2004"
12 Magshar 2060,"Dec 23, 2004"
13 Magshar 2060,"Dec 24, 2004"
14 Magshar 2060,"Dec 25, 2004"
15 Magshar 2060,"Dec 26, 2004"
16 Magshar 2060,"Dec 27, 2004"
17 Magshar 2060,"Dec 28, 2004"
18 Magshar 2060,"Dec 29, 2004"
19 Magshar 2060,"Dec 30, 2004"
20 Magshar 2060,"Dec 31, 2004"
21 Magshar 2060,"Jan 01, 2005"
22 Magshar 2060,"Jan 02, 2005"
23 Magshar 2060,"Jan 03, 2005"
24 Magshar 2060,"Jan 04, 2005"
25 Magshar 2060,"Jan 05, 2005"
26 Magshar 2060,"Jan 06, 2005"
27 Magshar 2060,"Jan 07, 2005"
28 Magshar 2060,"Jan 08, 2005"
29 Magshar 2060,"Jan 09, 2005"
30 Magshar 2060,"Jan 10, 2005"
1 Posh 2061,"Jan 11, 2005"
2 Posh 2061,"Jan 12, 2005"
3 Posh 2061,"Jan 13, 2005"
4 Posh 2061,"Jan 14, 2005"
5 Posh 2061,"Jan 15, 2005"
6 Posh 2061,"Jan 16, 2005"
7 Posh 2061,"Jan 17, 2005"
8 Posh 2061,"Jan 18, 2005"
9 Posh 2061,"Jan 19, 2005"
10 Posh 2061,"Jan 20, 2005"
11 Posh 2061,"Jan 21, 2005"
12 Posh 2061,"Jan 22, 2005"
13 Posh 2061,"Jan 23, 2005"
14 Posh 2061,"Jan 24, 2005"
15 Posh 2061,"Jan 25, 2005"
16 Posh 2061,"Jan 26, 2005"
17 Posh 2061,"Jan 27, 2005"
18 Posh 2061,"Jan 28, 2005"
19 Posh 2061,"Jan 29, 2005"
20 Posh 2061,"Jan 30, 2005"
21 Posh 2061,"Jan 31, 2005"
22 Posh 2061,"Feb 01, 2005"
23 Posh 2061,"Feb 02, 2005"
24 Posh 2061,"Feb 03, 2005"
25 Posh 2061,"Feb 04, 2005"
26 Posh 2061,"Feb 05, 2005"
27 Posh 2061,"Feb 06, 2005"
28 Posh 2061,"Feb 07, 2005"
29 Posh 2061,"Feb 08, 2005"
1 Maha 2061,"Feb 09, 2005"
2 Maha 2061,"Feb 10, 2005"
3 Maha 2061,"Feb 11, 2005"
4 Maha 2061,"Feb 12, 2005"
5 Maha 2061,"Feb 13, 2005"
6 Maha 2061,"Feb 14, 2005"
7 Maha 2061,"Feb 15, 2005"
8 Maha 2061,"Feb 16, 2005"
9 Maha 2061,"Feb 17, 2005"
10 Maha 2061,"Feb 18, 2005"
11 Maha 2061,"Feb 19, 2005"
12 Maha 2061,"Feb 20, 2005"
13 Maha 2061,"Feb 21, 2005"
14 Maha 2061,"Feb 22, 2005"
15 Maha 2061,"Feb 23, 2005"
16 Maha 2061,"Feb 24, 2005"
17 Maha 2061,"Feb 25, 2005"
18 Maha 2061,"Feb 26, 2005"
19 Maha 2061,"Feb 27, 2005"
20 Maha 2061,"Feb 28, 2005"
21 Maha 2061,"Mar 01, 2005"
22 Maha 2061,"Mar 02, 2005"
23 Maha 2061,"Mar 03, 2005"
24 Maha 2061,"Mar 04, 2005"
25 Maha 2061,"Mar 05, 2005"
26 Maha 2061,"Mar 06, 2005"
27 Maha 2061,"Mar 07, 2005"
28 Maha 2061,"Mar 08, 2005"
29 Maha 2061,"Mar 09, 2005"
30 Maha 2061,"Mar 10, 2005"
1 Faguna 2061,"Mar 11, 2005"
2 Faguna 2061,"Mar 12, 2005"
3 Faguna 2061,"Mar 13, 2005"
4 Faguna 2061,"Mar 14, 2005"
5 Faguna 2061,"Mar 15, 2005"
6 Faguna 2061,"Mar 16, 2005"
7 Faguna 2061,"Mar 17, 2005"
8 Faguna 2061,"Mar 18, 2005"
9 Faguna 2061,"Mar 19, 2005"
10 Faguna 2061,"Mar 20, 2005"
11 Faguna 2061,"Mar 21, 2005"
12 Faguna 2061,"Mar 22, 2005"
13 Faguna 2061,"Mar 23, 2005"
14 Faguna 2061,"Mar 24, 2005"
15 Faguna 2061,"Mar 25, 2005"
16 Faguna 2061,"Mar 26, 2005"
17 Faguna 2061,"Mar 27, 2005"
18 Faguna 2061,"Mar 28, 2005"
19 Faguna 2061,"Mar 29, 2005"
20 Faguna 2061,"Mar 30, 2005"
21 Faguna 2061,"Mar 31, 2005"
22 Faguna 2061,"Apr 01, 2005"
23 Faguna 2061,"Apr 02, 2005"
24 Faguna 2061,"Apr 03, 2005"
25 Faguna 2061,"Apr 04, 2005"
26 Faguna 2061,"Apr 05, 2005"
27 Faguna 2061,"Apr 06, 2005"
28 Faguna 2061,"Apr 07, 2005"
29 Faguna 2061,"Apr 08, 2005"
1 Chaitra 2061,"Apr 09, 2005"
2 Chaitra 2061,"Apr 10, 2005"
3 Chaitra 2061,"Apr 11, 2005"
4 Chaitra 2061,"Apr 12, 2005"
5 Chaitra 2061,"Apr 13, 2005"
6 Chaitra 2061,"Apr 14, 2005"
7 Chaitra 2061,"Apr 15, 2005"
8 Chaitra 2061,"Apr 16, 2005"
9 Chaitra 2061,"Apr 17, 2005"
10 Chaitra 2061,"Apr 18, 2005"
11 Chaitra 2061,"Apr 19, 2005"
12 Chaitra 2061,"Apr 20, 2005"
13 Chaitra 2061,"Apr 21, 2005"
14 Chaitra 2061,"Apr 22, 2005"
15 Chaitra 2061,"Apr 23, 2005"
16 Chaitra 2061,"Apr 24, 2005"
17 Chaitra 2061,"Apr 25, 2005"
18 Chaitra 2061,"Apr 26, 2005"
19 Chaitra 2061,"Apr 27, 2005"
20 Chaitra 2061,"Apr 28, 2005"
21 Chaitra 2061,"Apr 29, 2005"
